trip_uuid,observed_route_type,osrm_distance_km,osrm_minutes,structural_risk,ftl_predicted_eta,ftl_late_probability,ftl_transport_cost_inr,ftl_expected_total_cost_inr,carting_predicted_eta,carting_late_probability,carting_transport_cost_inr,carting_expected_total_cost_inr,recommended_route_type,recommended_expected_cost_inr,observed_expected_cost_inr,estimated_saving_vs_observed_inr,distance_band,time_bucket,structural_risk_band
trip-153818545517025281,Carting,294.4345,260.0,0.005816398545651126,432.67970336271475,0.9359423957023689,6499.821,7833.151604576614,626.8400300300675,0.9990857073234061,8494.166000000001,10247.38891372184,FTL,7833.151604576614,10247.38891372184,2414.2373091452255,150â€“300,night,low
trip-153817527758651166,Carting,324.6426,281.0,0.0015317829960998165,480.1879912578765,0.9599791469140183,7043.5668000000005,8483.932355972764,530.0645729362931,0.9864252941666916,9339.9928,10893.334592955933,FTL,8483.932355972764,10893.334592955933,2409.402236983169,300â€“600,late_evening,low
trip-153817953039702354,Carting,313.59630000000004,369.0,0.00333531380466866,582.5796488971945,0.9571483572000282,6844.733400000001,8488.466876394405,677.7816622151723,0.9946314516168543,9030.6964,10883.575450238772,FTL,8488.466876394405,10883.575450238772,2395.108573844367,300â€“600,night,low
trip-153851153094464578,Carting,320.2187,242.0,0.003402918686670347,554.0226997927012,0.9971519886275054,6963.9366,8570.557993899154,591.7817250387569,0.9987673698484562,9216.1236,10899.070735001744,FTL,8570.557993899154,10899.070735001744,2328.5127411025896,300â€“600,evening,low
trip-153852586183406923,Carting,293.0374,256.0,0.005816398545651126,437.61841656463554,0.9477567427790903,6474.6732,7823.788404518817,596.6890649298853,0.9983951043124412,8455.047199999999,10147.622882015989,FTL,7823.788404518817,10147.622882015989,2323.834477497172,150â€“300,night,low
trip-153826718949028291,Carting,293.5848,258.0,0.005816398545651126,432.04135180745624,0.9382497952822686,6484.5264,7817.734001256046,579.8181336038705,0.9975393042446851,8470.374399999999,10128.780319330082,FTL,7817.734001256046,10128.780319330082,2311.046318074036,150â€“300,night,low
trip-153843956785569753,Carting,291.8635,258.0,0.005816398545651126,410.5807026629795,0.9041330828187532,6453.543,7726.770946735335,558.1950206991678,0.9960273201436608,8422.178,10036.581701470166,FTL,7726.770946735335,10036.581701470166,2309.810754734831,150â€“300,night,low
trip-153853090714430472,Carting,319.5312,256.0,0.0022996639134567334,481.8333366252649,0.9797816833011722,6951.5616,8405.119114901116,510.37022258020005,0.9891737240528031,9196.8736,10712.200907186801,FTL,8405.119114901116,10712.200907186801,2307.081792285686,300â€“600,night,low
trip-153850547628590872,Carting,300.8669,339.0,0.004580084253332606,658.7434021088698,0.9963111405070263,6615.6042,8431.246574471252,776.5387243387015,0.999729891341642,8674.2732,10727.215594348223,FTL,8431.246574471252,10727.215594348223,2295.9690198769713,300â€“600,evening,low
trip-153834343472130368,Carting,318.1834,242.0,0.003402918686670347,573.623519426097,0.9981557856233373,6927.3012,8573.626131663863,597.458776049063,0.9989133064584254,9159.1352,10853.509405327339,FTL,8573.626131663863,10853.509405327339,2279.883273663476,300â€“600,late_evening,low
trip-153843695443252828,Carting,293.3271,211.0,0.022346310209447683,532.4648386836122,0.9979865403014925,6479.8877999999995,8043.8107475179695,670.0590932334117,0.9999051894833944,8463.1588,10303.22958120852,FTL,8043.8107475179695,10303.22958120852,2259.41883369055,150â€“300,late_evening,medium
trip-153842611693598443,Carting,321.5412,242.0,0.003402918686670347,553.4812436867388,0.9971176127129123,6987.7416,8593.262893729934,548.7798711566227,0.9968011977749606,9253.1536,10849.113941200725,FTL,8593.262893729934,10849.113941200725,2255.851047470791,300â€“600,evening,low
trip-153825199144332886,Carting,316.136,240.0,0.003402918686670347,556.7947930971535,0.9974604297997248,6890.448,8502.76780109417,549.8060578050764,0.9970350105047405,9101.808,10699.937620862524,FTL,8502.76780109417,10699.937620862524,2197.1698197683527,300â€“600,evening,low
trip-153860140402876165,Carting,317.5186,239.0,0.003402918686670347,569.3785581935225,0.9981292129504862,6915.3348,8553.156522862288,552.7356059995506,0.9972942861848602,9140.5208,10744.639155091532,FTL,8553.156522862288,10744.639155091532,2191.4826322292447,300â€“600,late_evening,low
trip-153842758082013035,Carting,328.9596,220.0,0.2977420982508479,398.7257851979481,0.9522980750649677,7121.272800000001,8394.87340792838,341.20070959360334,0.847557515053238,9460.8688,10567.048976713826,FTL,8394.87340792838,10567.048976713826,2172.1755687854456,300â€“600,evening,high
trip-153859899708717360,Carting,347.64779999999996,263.0,0.2985019605215761,445.3008746614521,0.9469615646108186,7457.660399999999,8821.742931628312,340.37484121059686,0.6342636559853561,9984.1384,10982.019910413872,FTL,8821.742931628312,10982.019910413872,2160.2769787855595,300â€“600,evening,high
trip-153836318299130289,Carting,114.3587,88.0,0.007278599816945275,316.6459949872659,0.990896137956912,3258.4566,4387.1966589529875,1249.976385599957,0.9999999979388463,3452.0436,6451.996370169337,FTL,4387.1966589529875,6451.996370169337,2064.7997112163494,50â€“150,night,low
trip-153860680368478736,Carting,313.2635,239.0,0.026736142400874654,492.4375210328695,0.9897454135665746,6838.743,8318.490748849026,431.4662317305757,0.9613876356535127,9021.378,10365.004281287907,FTL,8318.490748849026,10365.004281287907,2046.5135324388812,300â€“600,late_evening,medium
trip-153855021234288417,Carting,287.4209,250.0,0.0036189520084788686,463.6379471523539,0.9743292938084239,6373.5762,7788.0167412089195,494.2574943757882,0.9868335987616567,8297.7852,9779.716988132404,FTL,7788.0167412089195,9779.716988132404,1991.7002469234849,150â€“300,morning,low
trip-153853610424599408,Carting,115.0,90.0,0.007278599816945275,320.9185664469559,0.9912639586186857,3270.0,4407.469112203255,1202.8781280310786,0.9999999979388463,3470.0,6375.756255031581,FTL,4407.469112203255,6375.756255031581,1968.287142828326,50â€“150,night,low
trip-153845985383498191,Carting,100.9708,94.0,0.0023223033808419924,387.2180915442862,0.997758083604897,3017.4744,4290.789624891021,1326.2219938179926,0.9999999979388463,3077.1823999999997,6229.626386605408,FTL,4290.789624891021,6229.626386605408,1938.8367617143867,50â€“150,night,low
trip-153823893417361604,Carting,208.7499,199.0,0.00908407749119234,498.96213825636363,0.9969250312988795,4957.4982,6453.884992162167,880.5257384949934,0.9999993592154854,6094.9972,8356.04835659773,FTL,6453.884992162167,8356.04835659773,1902.1633644355634,150â€“300,afternoon,medium
trip-153832578984172383,Carting,206.8691,199.0,0.00908407749119234,499.50484653079826,0.996961781264332,4923.6438,6421.134383693762,879.6681053719133,0.9999993468859751,6042.3348000000005,8301.670684186814,FTL,6421.134383693762,8301.670684186814,1880.5363004930523,150â€“300,afternoon,medium
trip-153842970973289769,Carting,286.7848,221.0,0.0023276746094005505,453.8313321986287,0.985106243260913,6362.1264,7762.342186027714,435.99959013213515,0.9780232087528286,8279.974400000001,9640.985184640685,FTL,7762.342186027714,9640.985184640685,1878.6429986129715,150â€“300,late_evening,low
trip-153844021980406579,Carting,278.9228,241.0,0.0045228330802498055,409.50777792929233,0.9354450844180906,6220.6104,7507.348498067629,414.49868462522255,0.941827818406935,8059.8384,9359.749678453913,FTL,7507.348498067629,9359.749678453913,1852.4011803862832,150â€“300,night,low
trip-153826987308367509,Carting,275.5581,193.0,0.008651747739199975,269.43516815803696,0.6986297864810985,6160.045800000001,7048.231029556624,276.0593793514085,0.728689977233977,7965.626800000001,8882.090547319807,FTL,7048.231029556624,8882.090547319807,1833.8595177631832,150â€“300,night,medium
trip-153819100904603088,Carting,281.57869999999997,251.0,0.005984675056257871,459.21123575547523,0.9710092954246046,6268.4166,7672.343719223252,439.91440644263963,0.9561668633577852,8134.203599999999,9492.115844564172,FTL,7672.343719223252,9492.115844564172,1819.77212534092,150â€“300,night,low
trip-153827537897882122,Carting,113.7046,89.0,0.007278599816945275,281.0439815739675,0.9796095711631367,3246.6828,4298.575548729504,1080.1820868384775,0.9999999979388463,3433.7288,6094.092972646378,FTL,4298.575548729504,6094.092972646378,1795.5174239168746,50â€“150,night,low
trip-153833027888212144,Carting,264.6247,236.0,0.009162399378080728,402.68343221238877,0.9343299931166895,5963.2446,7235.776460983122,423.7293394212573,0.9578264844871403,7659.4916,8985.863521086085,FTL,7235.776460983122,8985.863521086085,1750.0870601029628,150â€“300,evening,medium
trip-153854915165236591,Carting,255.7688,223.0,0.003407750087403617,410.73042269810884,0.960100572246576,5803.8384,7105.349531519505,471.0734217354277,0.9892456418616372,7411.5264,8848.296064401675,FTL,7105.349531519505,8848.296064401675,1742.9465328821698,150â€“300,morning,low
trip-153819506128016455,Carting,283.5173,260.0,0.0036189520084788686,482.68444719333536,0.9779681445282652,6303.3114,7757.6643666508035,421.6183024673387,0.9195288198725745,8188.484399999999,9491.485414870964,FTL,7757.6643666508035,9491.485414870964,1733.8210482201603,150â€“300,night,low
trip-153845690786522404,Carting,284.5543,257.0,0.0036189520084788686,484.55999440226634,0.9804429100816702,6321.9774,7781.318843845368,413.8031478835858,0.9123196154499459,8217.520400000001,9501.286503492145,FTL,7781.318843845368,9501.286503492145,1719.967659646777,150â€“300,night,low
trip-153852210710949813,Carting,262.2592,277.0,0.0030268570329081068,423.5926309877599,0.8835517515689612,5920.6656,7209.626737760001,428.779640925681,0.8948971873802718,7593.257600000001,8898.265475541499,FTL,7209.626737760001,8898.265475541499,1688.638737781498,150â€“300,late_evening,low
trip-153818459856877195,Carting,268.33680000000004,186.0,0.005571521390023126,380.51271594666446,0.9705691192663005,6030.062400000001,7276.37239152648,350.54598685016754,0.9442709092478224,7763.430400000001,8936.657828324247,FTL,7276.37239152648,8936.657828324247,1660.285436797767,150â€“300,night,low
trip-153826227440102145,Carting,271.80830000000003,214.0,0.026736142400874654,428.04462804613735,0.978234774872014,6092.549400000001,7437.756043528283,381.6985195522826,0.9413386928527719,7860.6324,9094.698785530953,FTL,7437.756043528283,9094.698785530953,1656.9427420026695,150â€“300,late_evening,medium
trip-153834792134153638,Carting,274.91330000000005,216.0,0.026736142400874654,470.52127140448005,0.9909511562031224,6148.439400000001,7584.957520910522,384.0279827458314,0.9412520762029355,7947.572400000001,9186.254403593131,FTL,7584.957520910522,9186.254403593131,1601.296882682609,150â€“300,late_evening,medium
trip-153841683588783735,Carting,249.7927,242.0,0.010647669858265927,450.6361505007036,0.9723691696205338,5696.2686,7083.725485811674,468.5313674052266,0.9812654726076093,7244.1956,8671.891071114258,FTL,7083.725485811674,8671.891071114258,1588.165585302584,150â€“300,evening,medium
trip-153858928930132878,Carting,256.5474,258.0,0.009415765234981183,465.7141046567667,0.9697986640132442,5817.8532,7234.180741320155,448.88516328606846,0.9566953859660448,7433.3272,8809.44521955516,FTL,7234.180741320155,8809.44521955516,1575.2644782350053,150â€“300,evening,medium
trip-153832994948586240,Carting,256.8951,279.0,0.009415765234981183,476.3489424476263,0.9587323108832803,5824.111800000001,7256.175840336894,446.3451456080511,0.9226408378534346,7443.062800000001,8797.07351014282,FTL,7256.175840336894,8797.07351014282,1540.897669805926,150â€“300,evening,medium
trip-153837498988558353,Carting,115.9794,99.0,0.0023223033808419924,334.04409518128716,0.9917003044447035,3287.6292,4451.567542584926,995.1825492249123,0.9999999965162891,3497.4232,5987.7882967079695,FTL,4451.567542584926,5987.7882967079695,1536.2207541230437,50â€“150,morning,low
trip-153818449636009325,Carting,260.93309999999997,220.0,0.01323696241891783,458.90718989335755,0.9870198756654377,5896.7958,7308.120117619434,378.0152743916095,0.9264689498847266,7556.126799999999,8775.39182372558,FTL,7308.120117619434,8775.39182372558,1467.2717061061467,150â€“300,night,medium
trip-153818674302253076,Carting,232.351,187.0,0.0023228989299128784,340.3560030468271,0.9293534640538601,5382.318,6527.706738120584,328.796390861287,0.9105134060352063,6755.8279999999995,7868.677484740177,FTL,6527.706738120584,7868.677484740177,1340.9707466195923,150â€“300,night,low
trip-153844265108183641,Carting,185.08929999999998,163.0,0.005988643542040898,368.65405136109075,0.9790746302816347,4531.6074,5758.452817862999,574.172951946283,0.9997780268797178,5432.500399999999,7080.735317332424,FTL,5758.452817862999,7080.735317332424,1322.2824994694247,150â€“300,night,low
trip-153851624790076084,Carting,235.0719,183.0,0.004772602422524446,396.7974503828183,0.9808801106379936,5431.2942,6715.329156084634,356.88027775823423,0.9548115660123928,6832.0132,8023.179538522665,FTL,6715.329156084634,8023.179538522665,1307.8503824380314,150â€“300,late_evening,low
trip-153846065353113196,Carting,233.8825,160.0,0.029698268457143975,433.496656822994,0.9953516897896193,5409.885,6774.554158540797,392.92550983623903,0.9886262842409296,6798.71,8078.874161792943,FTL,6774.554158540797,8078.874161792943,1304.3200032521454,150â€“300,morning,medium
trip-153818232740977359,Carting,100.81450000000001,76.0,0.03941740353091487,240.2038442801299,0.9648109268730861,3014.661,3977.474151996803,849.5938403914969,0.9999999520542898,3072.8060000000005,5271.993656810139,FTL,3977.474151996803,5271.993656810139,1294.5195048133364,50â€“150,night,medium
trip-153825299881642036,Carting,236.33749999999998,191.0,0.003651553592804497,439.2009827624873,0.9906842422102017,5454.075,6827.819086630076,384.6056935074148,0.9693341535915332,6867.449999999999,8121.328463810595,FTL,6827.819086630076,8121.328463810595,1293.5093771805196,150â€“300,evening,low
trip-153860695642073919,Carting,235.8559,191.0,0.003651553592804497,446.25944038254335,0.9920258422011099,5445.406199999999,6833.938001865641,392.84240778050935,0.9743317729804579,6853.9652,8126.815902051248,FTL,6833.938001865641,8126.815902051248,1292.8779001856064,150â€“300,late_evening,low
trip-153842669699379012,Carting,234.9557,187.0,0.003651553592804497,442.3053849739923,0.9921731840139489,5429.2026000000005,6809.8999619549595,391.84255485262713,0.9763612575453832,6828.7596,8100.625338477946,FTL,6809.8999619549595,8100.625338477946,1290.7253765229862,150â€“300,evening,low
trip-153843787768708614,Carting,234.2586,187.0,0.026736142400874654,388.77790043006905,0.9747373795999035,5416.6548,6681.57929066009,339.94564183282966,0.9287523923136828,6809.2408,7953.5082798225,FTL,6681.57929066009,7953.5082798225,1271.9289891624103,150â€“300,late_evening,medium
trip-153834501577976977,Carting,235.37309999999997,189.0,0.003651553592804497,430.91043155807085,0.9893952026168985,5436.715799999999,6793.23426442459,367.65674608390674,0.9581194088544521,6840.446799999999,8054.819996595039,FTL,6793.23426442459,8054.819996595039,1261.5857321704489,150â€“300,late_evening,low
trip-153860370940949087,Carting,228.1557,180.0,0.004772602422524446,394.8100745236215,0.9815407369648258,5306.8026,6587.193117529656,359.58765008277265,0.9604879849375817,6638.3596,7837.7788926343355,FTL,6587.193117529656,7837.7788926343355,1250.5857751046797,150â€“300,late_evening,low
trip-153834674230774164,Carting,214.4507,260.0,0.002630564406558244,440.9380568983179,0.9461036898384249,5060.1126,6415.040558715848,457.4025687149207,0.9619904907414105,6254.6196,7650.419982800547,FTL,6415.040558715848,7650.419982800547,1235.3794240846983,150â€“300,late_evening,low
trip-153844549457573403,Carting,223.63569999999999,157.0,0.009317073792832583,287.3604711588106,0.9001706008540018,5225.4426,6250.248842744622,259.5784710889629,0.8294513411050926,6511.799599999999,7445.682212730471,FTL,6250.248842744622,7445.682212730471,1195.433369985849,150â€“300,night,medium
trip-153820050595464971,Carting,144.3444,126.0,0.0023223033808419924,627.6432703899823,0.9999747744567744,3798.1992,5553.4731280083515,973.7014110973693,0.9999999884641834,4291.6432,6739.046016426831,FTL,5553.4731280083515,6739.046016426831,1185.5728884184791,50â€“150,night,low
trip-153843240348762522,Carting,225.63369999999998,174.0,0.004772602422524446,384.66687991089657,0.9803176216397749,5261.406599999999,6520.89917064168,331.16610949554143,0.9381528504298908,6567.7436,7699.152244206029,FTL,6520.89917064168,7699.152244206029,1178.2530735643486,150â€“300,late_evening,low
trip-153822725087114637,Carting,191.2114,194.0,0.0004549843177132358,537.5246824201633,0.9988555198298391,4641.8052,6216.282324755246,641.9469121781815,0.9998874672359878,5603.9192,7387.756757974356,FTL,6216.282324755246,7387.756757974356,1171.4744332191103,150â€“300,afternoon,low
trip-153835257607005165,Carting,218.7631,216.0,0.0014211053994566346,338.7732120302716,0.8542453352742101,5137.7358,6242.404891697649,315.1050173302353,0.7759699704934175,6375.3668,7393.561819907179,FTL,6242.404891697649,7393.561819907179,1151.1569282095297,150â€“300,night,low
trip-153825286463324101,Carting,236.3016,164.0,0.029698268457143975,431.16042358789326,0.9945572294173868,5453.4288,6813.028261884479,314.06284131326356,0.9312365464916542,6866.4448,7960.188755872355,FTL,6813.028261884479,7960.188755872355,1147.1604939878753,150â€“300,evening,medium
trip-153835789277898583,Carting,212.7828,172.0,0.0023228989299128784,334.32612779777685,0.9449454578492257,5030.0904,6171.2153845201665,320.3109749725844,0.9263108977701288,6207.9184000000005,7311.695798830234,FTL,6171.2153845201665,7311.695798830234,1140.4804143100673,150â€“300,night,low
trip-153852087240620352,Carting,209.3246,161.0,0.0030246267362679137,383.30965704556627,0.9855806377801446,4967.8428,6227.252432981206,378.0060156539344,0.9838061979984284,6111.0888,7359.0039303070835,FTL,6227.252432981206,7359.0039303070835,1131.7514973258776,150â€“300,late_evening,low
trip-153835352944853237,Carting,203.97129999999999,181.0,0.004057883290834076,326.0998113252099,0.9183394301140074,4871.483399999999,5982.852737707422,341.4189004210607,0.940499142308489,5961.1964,7114.283771996365,FTL,5982.852737707422,7114.283771996365,1131.431034288943,150â€“300,night,low
trip-153823747773763398,Carting,216.1498,149.0,0.05661291442832042,377.32420127227147,0.9880103443303261,5090.6964,6339.349974709707,337.7657091530584,0.9716004487362989,6302.1944,7463.526042674266,FTL,6339.349974709707,7463.526042674266,1124.1760679645595,150â€“300,afternoon,medium
trip-153853144261850811,Carting,223.3488,159.0,0.006585002563619927,304.33155611408415,0.9257332970585713,5220.2784,6291.808160757454,253.85899278782676,0.8023918342512457,6503.7664,7412.680302701277,FTL,6291.808160757454,7412.680302701277,1120.8721419438225,150â€“300,night,low
trip-153825506674800346,Carting,224.7821,217.0,0.004354662005163531,553.3853746951339,0.9985148987236173,5246.0778,6852.105998752077,465.6579183032647,0.9896594422071889,6543.898800000001,7970.044357710124,FTL,6852.105998752077,7970.044357710124,1117.9383589580475,150â€“300,late_evening,low
trip-153825733150865313,Carting,195.25379999999998,188.0,0.0006968323918203829,349.6471598771326,0.940285212083033,4714.5684,5884.0053257957825,396.9455904521023,0.978282493453014,5717.1064,7000.138827630712,FTL,5884.0053257957825,7000.138827630712,1116.1335018349291,150â€“300,late_evening,low
trip-153819368789662557,Carting,225.74,153.0,0.0019408488720550092,475.0553151555348,0.9984636139615588,5263.32,6712.6624372918495,381.70242728862564,0.9878988062147606,6570.72,7828.074257684631,FTL,6712.6624372918495,7828.074257684631,1115.411820392782,150â€“300,night,low
trip-153836403640980213,Carting,224.40699999999998,154.0,0.0019408488720550092,505.92020270501087,0.9992047071241412,5239.325999999999,6750.768758972092,416.9918319422045,0.9942900488064563,6533.396,7864.524688287637,FTL,6750.768758972092,7864.524688287637,1113.7559293155455,150â€“300,night,low
trip-153845507330248393,Carting,226.20100000000002,155.0,0.0019408488720550092,504.2667052803764,0.9991526876187116,5271.618,6779.727754370108,401.0254467027835,0.9916602164333604,6583.628000000001,7881.5090016222475,FTL,6779.727754370108,7881.5090016222475,1101.781247252139,150â€“300,night,low
trip-153827006596814170,Carting,193.8353,171.0,0.005988643542040898,348.4000899181414,0.9601598361201376,4689.0354,5865.915497896352,397.0347864540766,0.9861154298552356,5677.3884,6964.515687835771,FTL,5865.915497896352,6964.515687835771,1098.6001899394196,150â€“300,night,low
trip-153834469608177129,Carting,231.2937,162.0,0.029698268457143975,433.6310880889056,0.995112847887674,5363.2866,6728.1052001216485,311.60472993633476,0.9311538078851254,6726.2236,7815.009963815233,FTL,6728.1052001216485,7815.009963815233,1086.9047636935848,150â€“300,late_evening,medium
trip-153850640561946761,Carting,218.9095,152.0,0.005588296663940127,480.31405554058534,0.9986687600424919,5140.371,6600.333491102417,391.89246217840326,0.9905793701825942,6379.466,7658.540609448104,FTL,6600.333491102417,7658.540609448104,1058.2071183456874,150â€“300,evening,low
trip-153853865465663527,Carting,224.7859,153.0,0.0019408488720550092,512.9496907601878,0.9993375362378101,5246.1462,6771.714349639281,393.7392705220106,0.9907125606908208,6544.0052,7826.840021389431,FTL,6771.714349639281,7826.840021389431,1055.12567175015,150â€“300,night,low
trip-153842820023303863,Carting,217.0701,150.0,0.005588296663940127,461.44878796445573,0.998081741644055,5107.2618,6529.200246750939,377.7647841173431,0.9878087783670143,6327.9628,7577.396757418193,FTL,6529.200246750939,7577.396757418193,1048.1965106672542,150â€“300,late_evening,low
trip-153843092471186364,Carting,228.301,157.0,0.029698268457143975,449.66821949673357,0.9969994674112059,5309.418,6707.254172699069,313.93445850830693,0.9421142130303469,6642.428,7741.354023531787,FTL,6707.254172699069,7741.354023531787,1034.0998508327175,150â€“300,late_evening,medium
trip-153858979858612955,Carting,215.7225,150.0,0.005588296663940127,469.46136738986695,0.9983941177804578,5083.005,6521.124793669963,383.7495565974645,0.9893107288436275,6290.23,7552.3844776167425,FTL,6521.124793669963,7552.3844776167425,1031.2596839467797,150â€“300,evening,low
trip-153833558768401106,Carting,217.77660000000003,149.0,0.005588296663940127,452.14609018672496,0.9977041589688362,5119.978800000001,6523.123059857869,357.3436605822561,0.9814331633569889,6347.7448,7553.148702843007,FTL,6523.123059857869,7553.148702843007,1030.0256429851388,150â€“300,evening,low
trip-153861115439069069,Carting,223.5324,221.0,0.0014211053994566346,348.3498415234075,0.8638655633052138,5223.5832,6352.215664699422,283.54915110096084,0.6005503867698355,6508.9072,7376.280695586839,FTL,6352.215664699422,7376.280695586839,1024.0650308874174,150â€“300,late_evening,low
trip-153851383209697315,Carting,216.7269,179.0,0.0033179837867640294,540.4774480947176,0.9992812490425216,5101.0842,6681.6797207106965,438.03826566010997,0.9930417890161247,6318.3532,7690.950625828282,FTL,6681.6797207106965,7690.950625828282,1009.2709051175852,150â€“300,evening,low
trip-153818132346829901,Carting,112.98490000000001,84.0,0.03941740353091487,210.8906323079372,0.9203020814189348,3233.7282000000005,4115.6605053253425,596.7432287688774,0.9999836450015941,3413.5772,5107.055480038552,FTL,4115.6605053253425,5107.055480038552,991.3949747132092,50â€“150,night,medium
trip-153818343247534007,Carting,195.29659999999998,187.0,0.009373468515392488,369.61831029587455,0.9618404878657202,4715.3387999999995,5935.495664524608,363.8772390782004,0.9568718765543526,5718.3048,6924.495216433577,FTL,5935.495664524608,6924.495216433577,988.9995519089689,150â€“300,night,medium
trip-153860620367990708,Carting,225.8268,159.0,0.029698268457143975,469.9869695993748,0.9979830601794415,5264.8824,6703.847869288471,321.6997249284296,0.9482838014862081,6573.1503999999995,7690.691750599963,FTL,6703.847869288471,7690.691750599963,986.8438813114917,150â€“300,late_evening,medium
trip-153852474386089262,Carting,219.53480000000002,218.0,0.0014211053994566346,351.9517101477088,0.8816152456368719,5151.6264,6296.3374431138545,285.51031558114636,0.6297956721576484,6396.974400000001,7282.8928672411175,FTL,6296.3374431138545,7282.8928672411175,986.555424127263,150â€“300,late_evening,low
trip-153835244952815095,Carting,201.0842,150.0,0.0010889266447810157,342.61175955415166,0.9737527105657502,4819.515600000001,5991.615474391179,295.033144162736,0.927995087448583,5880.3576,6934.421432049763,FTL,5991.615474391179,6934.421432049763,942.8059576585838,150â€“300,night,low
trip-153835867303055521,Carting,184.36919999999998,160.0,0.005988643542040898,373.3674104243954,0.9825427170537254,4518.6456,5756.651779375654,394.2943125665507,0.988963278481528,5412.337599999999,6695.407864373864,FTL,5756.651779375654,6695.407864373864,938.7560849982101,150â€“300,night,low
trip-153842242935704281,Carting,189.714,185.0,0.0006968323918203829,345.1827127031813,0.9391974277582144,4614.852,5774.81613928547,341.4589005525525,0.9342965363010212,5561.992,6712.058069255616,FTL,5774.81613928547,6712.058069255616,937.241929970146,150â€“300,evening,low
trip-153852560029842281,Carting,201.9975,152.0,0.0010889266447810157,345.73445690471533,0.9741600683577497,4835.955,6014.503947988305,291.217723336189,0.9182025267347996,5905.93,6947.466710039778,FTL,6014.503947988305,6947.466710039778,932.962762051473,150â€“300,night,low
trip-153818945982688628,Carting,182.97840000000002,160.0,0.005988643542040898,357.5341796689781,0.9753624471733521,4493.6112,5696.360782924633,379.3444444269244,0.9846807893207943,5373.395200000001,6624.424483514247,FTL,5696.360782924633,6624.424483514247,928.0637005896142,150â€“300,night,low
trip-153835286645770276,Carting,210.1784,168.0,0.01323696241891783,390.16660428936615,0.9850851244498758,4983.2112,6256.08697080367,295.9125043263955,0.8904975501412296,6134.9952,7172.068983723406,FTL,6256.08697080367,7172.068983723406,915.982012919736,150â€“300,night,medium
trip-153817879314530887,Carting,201.91289999999998,152.0,0.0010889266447810157,342.4782612961057,0.9722747450580523,4834.432199999999,6005.526095121237,282.43826257481004,0.9023023803021218,5903.561199999999,6919.58891530068,FTL,6005.526095121237,6919.58891530068,914.0628201794434,150â€“300,late_evening,low
